Course Name,Course ID,Attempt ID,Candidate Name,Candidate Email,Mark,Grade
Computer Networks,CS108,3,James Williams,james.williams144@college.org,83.9,B
Python Programming,CS101,1,Mia Robinson,mia.robinson188@college.org,84.8,B
Data Structures,CS102,1,Mia Robinson,mia.robinson188@college.org,65.4,D
Database Management,CS103,1,Mia Robinson,mia.robinson188@college.org,78.5,C
Web Development,CS104,1,Mia Robinson,mia.robinson188@college.org,57.0,F
Web Development,CS104,2,Mia Robinson,mia.robinson188@college.org,70.0,C
Machine Learning,CS105,1,Mia Robinson,mia.robinson188@college.org,63.3,D
Machine Learning,CS105,2,Mia Robinson,mia.robinson188@college.org,82.7,B
Algorithms,CS106,1,Mia Robinson,mia.robinson188@college.org,81.3,B
Algorithms,CS106,2,Mia Robinson,mia.robinson188@college.org,60.6,D
Software Engineering,CS107,1,Mia Robinson,mia.robinson188@college.org,73.2,C
Computer Networks,CS108,1,Mia Robinson,mia.robinson188@college.org,75.0,C
Computer Networks,CS108,2,Mia Robinson,mia.robinson188@college.org,73.3,C
Computer Networks,CS108,3,Mia Robinson,mia.robinson188@college.org,81.2,B
Python Programming,CS101,1,Sophia Singh,sophia.singh474@student.edu,52.3,F
Python Programming,CS101,2,Sophia Singh,sophia.singh474@student.edu,52.9,F
Python Programming,CS101,3,Sophia Singh,sophia.singh474@student.edu,54.9,F
Data Structures,CS102,1,Sophia Singh,sophia.singh474@student.edu,46.6,F
Data Structures,CS102,2,Sophia Singh,sophia.singh474@student.edu,50.7,F
Database Management,CS103,1,Sophia Singh,sophia.singh474@student.edu,40.4,F
Database Management,CS103,2,Sophia Singh,sophia.singh474@student.edu,56.7,F
Web Development,CS104,1,Sophia Singh,sophia.singh474@student.edu,45.7,F
Machine Learning,CS105,1,Sophia Singh,sophia.singh474@student.edu,51.5,F
Machine Learning,CS105,2,Sophia Singh,sophia.singh474@student.edu,44.9,F
Machine Learning,CS105,3,Sophia Singh,sophia.singh474@student.edu,51.9,F
Algorithms,CS106,1,Sophia Singh,sophia.singh474@student.edu,51.7,F
Software Engineering,CS107,1,Sophia Singh,sophia.singh474@student.edu,51.1,F
Computer Networks,CS108,1,Sophia Singh,sophia.singh474@student.edu,53.7,F
Computer Networks,CS108,2,Sophia Singh,sophia.singh474@student.edu,63.0,D
Python Programming,CS101,1,Ava Walker,ava.walker896@outlook.com,73.9,C
Python Programming,CS101,2,Ava Walker,ava.walker896@outlook.com,78.7,C
Python Programming,CS101,3,Ava Walker,ava.walker896@outlook.com,70.8,C
Data Structures,CS102,1,Ava Walker,ava.walker896@outlook.com,57.0,F
Data Structures,CS102,2,Ava Walker,ava.walker896@outlook.com,55.8,F
Database Management,CS103,1,Ava Walker,ava.walker896@outlook.com,60.9,D
Database Management,CS103,2,Ava Walker,ava.walker896@outlook.com,61.9,D
Database Management,CS103,3,Ava Walker,ava.walker896@outlook.com,75.4,C
Web Development,CS104,1,Ava Walker,ava.walker896@outlook.com,62.0,D
Machine Learning,CS105,1,Ava Walker,ava.walker896@outlook.com,73.1,C
Machine Learning,CS105,2,Ava Walker,ava.walker896@outlook.com,58.7,F
Algorithms,CS106,1,Ava Walker,ava.walker896@outlook.com,57.4,F
Algorithms,CS106,2,Ava Walker,ava.walker896@outlook.com,59.5,F
Algorithms,CS106,3,Ava Walker,ava.walker896@outlook.com,58.9,F
Software Engineering,CS107,1,Ava Walker,ava.walker896@outlook.com,51.6,F
Software Engineering,CS107,2,Ava Walker,ava.walker896@outlook.com,58.0,F
Computer Networks,CS108,1,Ava Walker,ava.walker896@outlook.com,60.3,D
Computer Networks,CS108,2,Ava Walker,ava.walker896@outlook.com,60.1,D
Computer Networks,CS108,3,Ava Walker,ava.walker896@outlook.com,67.7,D
Python Programming,CS101,1,David Wright,david.wright454@gmail.com,76.8,C
Python Programming,CS101,2,David Wright,david.wright454@gmail.com,78.8,C
Data Structures,CS102,1,David Wright,david.wright454@gmail.com,60.0,D
Data Structures,CS102,2,David Wright,david.wright454@gmail.com,73.2,C
Database Management,CS103,1,David Wright,david.wright454@gmail.com,85.0,B
Database Management,CS103,2,David Wright,david.wright454@gmail.com,68.9,D
Database Management,CS103,3,David Wright,david.wright454@gmail.com,83.5,B
Web Development,CS104,1,David Wright,david.wright454@gmail.com,76.1,C
Web Development,CS104,2,David Wright,david.wright454@gmail.com,68.7,D
Machine Learning,CS105,1,David Wright,david.wright454@gmail.com,66.2,D
Machine Learning,CS105,2,David Wright,david.wright454@gmail.com,85.7,B
Machine Learning,CS105,3,David Wright,david.wright454@gmail.com,93.9,A
Algorithms,CS106,1,David Wright,david.wright454@gmail.com,83.5,B
Algorithms,CS106,2,David Wright,david.wright454@gmail.com,80.2,B
Algorithms,CS106,3,David Wright,david.wright454@gmail.com,71.0,C
Software Engineering,CS107,1,David Wright,david.wright454@gmail.com,63.5,D
Software Engineering,CS107,2,David Wright,david.wright454@gmail.com,80.9,B
Computer Networks,CS108,1,David Wright,david.wright454@gmail.com,61.8,D
Python Programming,CS101,1,Chloe Young,chloe.young52@gmail.com,44.3,F
Python Programming,CS101,2,Chloe Young,chloe.young52@gmail.com,68.2,D
Data Structures,CS102,1,Chloe Young,chloe.young52@gmail.com,49.3,F
Data Structures,CS102,2,Chloe Young,chloe.young52@gmail.com,53.3,F
Data Structures,CS102,3,Chloe Young,chloe.young52@gmail.com,56.9,F
Database Management,CS103,1,Chloe Young,chloe.young52@gmail.com,59.3,F
Database Management,CS103,2,Chloe Young,chloe.young52@gmail.com,55.6,F
Database Management,CS103,3,Chloe Young,chloe.young52@gmail.com,68.2,D
Web Development,CS104,1,Chloe Young,chloe.young52@gmail.com,55.1,F
Machine Learning,CS105,1,Chloe Young,chloe.young52@gmail.com,47.1,F
Machine Learning,CS105,2,Chloe Young,chloe.young52@gmail.com,67.2,D
Machine Learning,CS105,3,Chloe Young,chloe.young52@gmail.com,78.2,C
Algorithms,CS106,1,Chloe Young,chloe.young52@gmail.com,62.2,D
Software Engineering,CS107,1,Chloe Young,chloe.young52@gmail.com,48.1,F
Software Engineering,CS107,2,Chloe Young,chloe.young52@gmail.com,59.0,F
Computer Networks,CS108,1,Chloe Young,chloe.young52@gmail.com,59.1,F
Python Programming,CS101,1,Elena Jones,elena.jones993@gmail.com,62.1,D
Data Structures,CS102,1,Elena Jones,elena.jones993@gmail.com,77.3,C
Data Structures,CS102,2,Elena Jones,elena.jones993@gmail.com,89.8,B
Database Management,CS103,1,Elena Jones,elena.jones993@gmail.com,83.6,B
Web Development,CS104,1,Elena Jones,elena.jones993@gmail.com,76.0,C
Web Development,CS104,2,Elena Jones,elena.jones993@gmail.com,72.1,C
Machine Learning,CS105,1,Elena Jones,elena.jones993@gmail.com,87.3,B
Algorithms,CS106,1,Elena Jones,elena.jones993@gmail.com,72.5,C
Software Engineering,CS107,1,Elena Jones,elena.jones993@gmail.com,90.6,A
Software Engineering,CS107,2,Elena Jones,elena.jones993@gmail.com,67.0,D
Computer Networks,CS108,1,Elena Jones,elena.jones993@gmail.com,80.2,B
Python Programming,CS101,1,Liam Khan,liam.khan949@gmail.com,55.8,F
Data Structures,CS102,1,Liam Khan,liam.khan949@gmail.com,52.2,F
Data Structures,CS102,2,Liam Khan,liam.khan949@gmail.com,67.7,D
Database Management,CS103,1,Liam Khan,liam.khan949@gmail.com,49.3,F
Web Development,CS104,1,Liam Khan,liam.khan949@gmail.com,62.2,D
Machine Learning,CS105,1,Liam Khan,liam.khan949@gmail.com,59.1,F
Machine Learning,CS105,2,Liam Khan,liam.khan949@gmail.com,63.0,D
Machine Learning,CS105,3,Liam Khan,liam.khan949@gmail.com,62.3,D
Algorithms,CS106,1,Liam Khan,liam.khan949@gmail.com,59.9,F
Algorithms,CS106,2,Liam Khan,liam.khan949@gmail.com,74.7,C
Algorithms,CS106,3,Liam Khan,liam.khan949@gmail.com,63.5,D
Software Engineering,CS107,1,Liam Khan,liam.khan949@gmail.com,66.3,D
Software Engineering,CS107,2,Liam Khan,liam.khan949@gmail.com,53.9,F
Software Engineering,CS107,3,Liam Khan,liam.khan949@gmail.com,73.7,C
Computer Networks,CS108,1,Liam Khan,liam.khan949@gmail.com,50.9,F
Python Programming,CS101,1,David Garcia,david.garcia171@outlook.com,66.3,D
Python Programming,CS101,2,David Garcia,david.garcia171@outlook.com,85.0,B
Data Structures,CS102,1,David Garcia,david.garcia171@outlook.com,75.4,C
Data Structures,CS102,2,David Garcia,david.garcia171@outlook.com,66.0,D
Data Structures,CS102,3,David Garcia,david.garcia171@outlook.com,83.3,B
Database Management,CS103,1,David Garcia,david.garcia171@outlook.com,61.6,D
Database Management,CS103,2,David Garcia,david.garcia171@outlook.com,77.1,C
Web Development,CS104,1,David Garcia,david.garcia171@outlook.com,61.2,D
Web Development,CS104,2,David Garcia,david.garcia171@outlook.com,70.1,C
Web Development,CS104,3,David Garcia,david.garcia171@outlook.com,74.5,C
Machine Learning,CS105,1,David Garcia,david.garcia171@outlook.com,70.8,C
Machine Learning,CS105,2,David Garcia,david.garcia171@outlook.com,81.2,B
Machine Learning,CS105,3,David Garcia,david.garcia171@outlook.com,79.8,C
Algorithms,CS106,1,David Garcia,david.garcia171@outlook.com,57.8,F
Algorithms,CS106,2,David Garcia,david.garcia171@outlook.com,84.3,B
Software Engineering,CS107,1,David Garcia,david.garcia171@outlook.com,66.0,D
Software Engineering,CS107,2,David Garcia,david.garcia171@outlook.com,76.7,C
Computer Networks,CS108,1,David Garcia,david.garcia171@outlook.com,69.5,D
Computer Networks,CS108,2,David Garcia,david.garcia171@outlook.com,80.1,B
Python Programming,CS101,1,Fatima Miller,fatima.miller498@college.org,56.9,F
Data Structures,CS102,1,Fatima Miller,fatima.miller498@college.org,59.4,F
Database Management,CS103,1,Fatima Miller,fatima.miller498@college.org,70.6,C
Database Management,CS103,2,Fatima Miller,fatima.miller498@college.org,78.2,C
Web Development,CS104,1,Fatima Miller,fatima.miller498@college.org,57.7,F
Web Development,CS104,2,Fatima Miller,fatima.miller498@college.org,63.9,D
Machine Learning,CS105,1,Fatima Miller,fatima.miller498@college.org,50.7,F
Algorithms,CS106,1,Fatima Miller,fatima.miller498@college.org,53.2,F
Algorithms,CS106,2,Fatima Miller,fatima.miller498@college.org,56.3,F
Algorithms,CS106,3,Fatima Miller,fatima.miller498@college.org,66.6,D
Software Engineering,CS107,1,Fatima Miller,fatima.miller498@college.org,59.2,F
Software Engineering,CS107,2,Fatima Miller,fatima.miller498@college.org,65.2,D
Computer Networks,CS108,1,Fatima Miller,fatima.miller498@college.org,71.0,C
Python Programming,CS101,1,Aiden Anderson,aiden.anderson219@college.org,89.0,B
Python Programming,CS101,2,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Python Programming,CS101,3,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Data Structures,CS102,1,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Data Structures,CS102,2,Aiden Anderson,aiden.anderson219@college.org,83.6,B
Database Management,CS103,1,Aiden Anderson,aiden.anderson219@college.org,95.4,A
Database Management,CS103,2,Aiden Anderson,aiden.anderson219@college.org,91.3,A
Database Management,CS103,3,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Web Development,CS104,1,Aiden Anderson,aiden.anderson219@college.org,84.2,B
Web Development,CS104,2,Aiden Anderson,aiden.anderson219@college.org,98.9,A
Web Development,CS104,3,Aiden Anderson,aiden.anderson219@college.org,93.4,A
Machine Learning,CS105,1,Aiden Anderson,aiden.anderson219@college.org,93.8,A
Algorithms,CS106,1,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Algorithms,CS106,2,Aiden Anderson,aiden.anderson219@college.org,88.7,B
Algorithms,CS106,3,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Software Engineering,CS107,1,Aiden Anderson,aiden.anderson219@college.org,88.4,B
Computer Networks,CS108,1,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Computer Networks,CS108,2,Aiden Anderson,aiden.anderson219@college.org,100.0,A
Python Programming,CS101,1,Mia Lee,mia.lee925@college.org,79.6,C
Data Structures,CS102,1,Mia Lee,mia.lee925@college.org,75.8,C
Data Structures,CS102,2,Mia Lee,mia.lee925@college.org,88.4,B
Database Management,CS103,1,Mia Lee,mia.lee925@college.org,75.6,C
Database Management,CS103,2,Mia Lee,mia.lee925@college.org,70.8,C
Web Development,CS104,1,Mia Lee,mia.lee925@college.org,75.7,C
Web Development,CS104,2,Mia Lee,mia.lee925@college.org,83.1,B
Machine Learning,CS105,1,Mia Lee,mia.lee925@college.org,59.2,F
Machine Learning,CS105,2,Mia Lee,mia.lee925@college.org,64.1,D
Algorithms,CS106,1,Mia Lee,mia.lee925@college.org,71.3,C
Algorithms,CS106,2,Mia Lee,mia.lee925@college.org,83.9,B
Software Engineering,CS107,1,Mia Lee,mia.lee925@college.org,80.5,B
Software Engineering,CS107,2,Mia Lee,mia.lee925@college.org,70.4,C
Software Engineering,CS107,3,Mia Lee,mia.lee925@college.org,85.2,B
Computer Networks,CS108,1,Mia Lee,mia.lee925@college.org,78.8,C
Computer Networks,CS108,2,Mia Lee,mia.lee925@college.org,86.5,B
Python Programming,CS101,1,Wei Lee,wei.lee169@gmail.com,53.4,F
Python Programming,CS101,2,Wei Lee,wei.lee169@gmail.com,52.7,F
Python Programming,CS101,3,Wei Lee,wei.lee169@gmail.com,72.9,C
Data Structures,CS102,1,Wei Lee,wei.lee169@gmail.com,64.2,D
Data Structures,CS102,2,Wei Lee,wei.lee169@gmail.com,69.1,D
Data Structures,CS102,3,Wei Lee,wei.lee169@gmail.com,52.8,F
Database Management,CS103,1,Wei Lee,wei.lee169@gmail.com,46.8,F
Web Development,CS104,1,Wei Lee,wei.lee169@gmail.com,63.8,D
Web Development,CS104,2,Wei Lee,wei.lee169@gmail.com,56.1,F
Web Development,CS104,3,Wei Lee,wei.lee169@gmail.com,54.7,F
Machine Learning,CS105,1,Wei Lee,wei.lee169@gmail.com,56.8,F
Machine Learning,CS105,2,Wei Lee,wei.lee169@gmail.com,52.6,F
Machine Learning,CS105,3,Wei Lee,wei.lee169@gmail.com,71.1,C
Algorithms,CS106,1,Wei Lee,wei.lee169@gmail.com,57.6,F
Algorithms,CS106,2,Wei Lee,wei.lee169@gmail.com,64.5,D
Algorithms,CS106,3,Wei Lee,wei.lee169@gmail.com,73.3,C
Software Engineering,CS107,1,Wei Lee,wei.lee169@gmail.com,63.8,D
Computer Networks,CS108,1,Wei Lee,wei.lee169@gmail.com,47.9,F
Computer Networks,CS108,2,Wei Lee,wei.lee169@gmail.com,63.7,D
Computer Networks,CS108,3,Wei Lee,wei.lee169@gmail.com,69.0,D
Python Programming,CS101,1,William Martinez,william.martinez3@college.org,97.4,A
Python Programming,CS101,2,William Martinez,william.martinez3@college.org,98.8,A
Python Programming,CS101,3,William Martinez,william.martinez3@college.org,91.3,A
Data Structures,CS102,1,William Martinez,william.martinez3@college.org,71.1,C
Database Management,CS103,1,William Martinez,william.martinez3@college.org,72.6,C
Database Management,CS103,2,William Martinez,william.martinez3@college.org,83.4,B
Web Development,CS104,1,William Martinez,william.martinez3@college.org,98.4,A
Web Development,CS104,2,William Martinez,william.martinez3@college.org,84.4,B
Web Development,CS104,3,William Martinez,william.martinez3@college.org,99.5,A
Machine Learning,CS105,1,William Martinez,william.martinez3@college.org,81.2,B
Algorithms,CS106,1,William Martinez,william.martinez3@college.org,70.5,C
Algorithms,CS106,2,William Martinez,william.martinez3@college.org,100.0,A
Software Engineering,CS107,1,William Martinez,william.martinez3@college.org,97.6,A
Software Engineering,CS107,2,William Martinez,william.martinez3@college.org,100.0,A
Software Engineering,CS107,3,William Martinez,william.martinez3@college.org,100.0,A
Computer Networks,CS108,1,William Martinez,william.martinez3@college.org,82.3,B
Python Programming,CS101,1,Maria Jones,maria.jones272@college.org,59.5,F
Python Programming,CS101,2,Maria Jones,maria.jones272@college.org,49.7,F
Python Programming,CS101,3,Maria Jones,maria.jones272@college.org,62.3,D
Data Structures,CS102,1,Maria Jones,maria.jones272@college.org,48.6,F
Database Management,CS103,1,Maria Jones,maria.jones272@college.org,53.7,F
Web Development,CS104,1,Maria Jones,maria.jones272@college.org,47.3,F
Web Development,CS104,2,Maria Jones,maria.jones272@college.org,46.6,F
Web Development,CS104,3,Maria Jones,maria.jones272@college.org,54.7,F
Machine Learning,CS105,1,Maria Jones,maria.jones272@college.org,48.9,F
Machine Learning,CS105,2,Maria Jones,maria.jones272@college.org,58.9,F
Algorithms,CS106,1,Maria Jones,maria.jones272@college.org,47.3,F
Software Engineering,CS107,1,Maria Jones,maria.jones272@college.org,57.2,F
Software Engineering,CS107,2,Maria Jones,maria.jones272@college.org,66.8,D
Computer Networks,CS108,1,Maria Jones,maria.jones272@college.org,44.0,F
Computer Networks,CS108,2,Maria Jones,maria.jones272@college.org,52.7,F
Computer Networks,CS108,3,Maria Jones,maria.jones272@college.org,72.7,C
Python Programming,CS101,1,Henry Chen,henry.chen293@college.org,64.3,D
Python Programming,CS101,2,Henry Chen,henry.chen293@college.org,79.7,C
Data Structures,CS102,1,Henry Chen,henry.chen293@college.org,79.4,C
Database Management,CS103,1,Henry Chen,henry.chen293@college.org,62.9,D
Database Management,CS103,2,Henry Chen,henry.chen293@college.org,71.8,C
Web Development,CS104,1,Henry Chen,henry.chen293@college.org,70.0,C
Web Development,CS104,2,Henry Chen,henry.chen293@college.org,90.5,A
Web Development,CS104,3,Henry Chen,henry.chen293@college.org,87.7,B
Machine Learning,CS105,1,Henry Chen,henry.chen293@college.org,79.2,C
Machine Learning,CS105,2,Henry Chen,henry.chen293@college.org,87.5,B
Machine Learning,CS105,3,Henry Chen,henry.chen293@college.org,89.4,B
Algorithms,CS106,1,Henry Chen,henry.chen293@college.org,81.8,B
Algorithms,CS106,2,Henry Chen,henry.chen293@college.org,86.7,B
Software Engineering,CS107,1,Henry Chen,henry.chen293@college.org,66.3,D
Computer Networks,CS108,1,Henry Chen,henry.chen293@college.org,81.2,B
Computer Networks,CS108,2,Henry Chen,henry.chen293@college.org,86.7,B
Computer Networks,CS108,3,Henry Chen,henry.chen293@college.org,77.7,C
Python Programming,CS101,1,Lucas Ali,lucas.ali714@college.org,45.1,F
Python Programming,CS101,2,Lucas Ali,lucas.ali714@college.org,51.5,F
Python Programming,CS101,3,Lucas Ali,lucas.ali714@college.org,51.2,F
Data Structures,CS102,1,Lucas Ali,lucas.ali714@college.org,32.8,F
Data Structures,CS102,2,Lucas Ali,lucas.ali714@college.org,40.1,F
Data Structures,CS102,3,Lucas Ali,lucas.ali714@college.org,54.8,F
Database Management,CS103,1,Lucas Ali,lucas.ali714@college.org,46.7,F
Database Management,CS103,2,Lucas Ali,lucas.ali714@college.org,41.6,F
Database Management,CS103,3,Lucas Ali,lucas.ali714@college.org,43.8,F
Web Development,CS104,1,Lucas Ali,lucas.ali714@college.org,40.3,F
Web Development,CS104,2,Lucas Ali,lucas.ali714@college.org,53.7,F
Machine Learning,CS105,1,Lucas Ali,lucas.ali714@college.org,38.0,F
Machine Learning,CS105,2,Lucas Ali,lucas.ali714@college.org,50.5,F
Algorithms,CS106,1,Lucas Ali,lucas.ali714@college.org,45.5,F
Algorithms,CS106,2,Lucas Ali,lucas.ali714@college.org,45.2,F
Algorithms,CS106,3,Lucas Ali,lucas.ali714@college.org,56.4,F
Software Engineering,CS107,1,Lucas Ali,lucas.ali714@college.org,48.3,F
Software Engineering,CS107,2,Lucas Ali,lucas.ali714@college.org,42.3,F
Computer Networks,CS108,1,Lucas Ali,lucas.ali714@college.org,40.4,F
Python Programming,CS101,1,Wei Hernandez,wei.hernandez159@college.org,58.8,F
Python Programming,CS101,2,Wei Hernandez,wei.hernandez159@college.org,54.1,F
Data Structures,CS102,1,Wei Hernandez,wei.hernandez159@college.org,50.9,F
Database Management,CS103,1,Wei Hernandez,wei.hernandez159@college.org,59.2,F
Database Management,CS103,2,Wei Hernandez,wei.hernandez159@college.org,54.5,F
Web Development,CS104,1,Wei Hernandez,wei.hernandez159@college.org,41.6,F
Web Development,CS104,2,Wei Hernandez,wei.hernandez159@college.org,62.7,D
Machine Learning,CS105,1,Wei Hernandez,wei.hernandez159@college.org,44.1,F
Machine Learning,CS105,2,Wei Hernandez,wei.hernandez159@college.org,65.5,D
Machine Learning,CS105,3,Wei Hernandez,wei.hernandez159@college.org,58.6,F
Algorithms,CS106,1,Wei Hernandez,wei.hernandez159@college.org,44.9,F
Algorithms,CS106,2,Wei Hernandez,wei.hernandez159@college.org,61.5,D
Algorithms,CS106,3,Wei Hernandez,wei.hernandez159@college.org,53.9,F
Software Engineering,CS107,1,Wei Hernandez,wei.hernandez159@college.org,54.4,F
Computer Networks,CS108,1,Wei Hernandez,wei.hernandez159@college.org,42.8,F
Python Programming,CS101,1,Aiden Anderson,aiden.anderson304@outlook.com,63.0,D
Python Programming,CS101,2,Aiden Anderson,aiden.anderson304@outlook.com,91.6,A
Python Programming,CS101,3,Aiden Anderson,aiden.anderson304@outlook.com,90.0,A
Data Structures,CS102,1,Aiden Anderson,aiden.anderson304@outlook.com,77.2,C
Data Structures,CS102,2,Aiden Anderson,aiden.anderson304@outlook.com,70.3,C
Database Management,CS103,1,Aiden Anderson,aiden.anderson304@outlook.com,79.9,C
Database Management,CS103,2,Aiden Anderson,aiden.anderson304@outlook.com,68.4,D
Database Management,CS103,3,Aiden Anderson,aiden.anderson304@outlook.com,89.5,B
Web Development,CS104,1,Aiden Anderson,aiden.anderson304@outlook.com,59.4,F
Machine Learning,CS105,1,Aiden Anderson,aiden.anderson304@outlook.com,63.8,D
Machine Learning,CS105,2,Aiden Anderson,aiden.anderson304@outlook.com,92.1,A
Algorithms,CS106,1,Aiden Anderson,aiden.anderson304@outlook.com,58.6,F
Algorithms,CS106,2,Aiden Anderson,aiden.anderson304@outlook.com,68.5,D
Software Engineering,CS107,1,Aiden Anderson,aiden.anderson304@outlook.com,87.2,B
Software Engineering,CS107,2,Aiden Anderson,aiden.anderson304@outlook.com,79.6,C
Computer Networks,CS108,1,Aiden Anderson,aiden.anderson304@outlook.com,72.0,C
Python Programming,CS101,1,Harper Khan,harper.khan992@outlook.com,75.6,C
Data Structures,CS102,1,Harper Khan,harper.khan992@outlook.com,73.2,C
Data Structures,CS102,2,Harper Khan,harper.khan992@outlook.com,93.1,A
Data Structures,CS102,3,Harper Khan,harper.khan992@outlook.com,100.0,A
Database Management,CS103,1,Harper Khan,harper.khan992@outlook.com,92.6,A
Web Development,CS104,1,Harper Khan,harper.khan992@outlook.com,81.6,B
Web Development,CS104,2,Harper Khan,harper.khan992@outlook.com,90.2,A
Machine Learning,CS105,1,Harper Khan,harper.khan992@outlook.com,80.3,B
Algorithms,CS106,1,Harper Khan,harper.khan992@outlook.com,77.3,C
Software Engineering,CS107,1,Harper Khan,harper.khan992@outlook.com,95.8,A
Software Engineering,CS107,2,Harper Khan,harper.khan992@outlook.com,93.4,A
Computer Networks,CS108,1,Harper Khan,harper.khan992@outlook.com,76.5,C
Python Programming,CS101,1,Jacob Brown,jacob.brown594@gmail.com,61.5,D
Data Structures,CS102,1,Jacob Brown,jacob.brown594@gmail.com,78.0,C
Data Structures,CS102,2,Jacob Brown,jacob.brown594@gmail.com,93.3,A
Database Management,CS103,1,Jacob Brown,jacob.brown594@gmail.com,76.6,C
Database Management,CS103,2,Jacob Brown,jacob.brown594@gmail.com,78.3,C
Web Development,CS104,1,Jacob Brown,jacob.brown594@gmail.com,61.9,D
Machine Learning,CS105,1,Jacob Brown,jacob.brown594@gmail.com,86.8,B
Algorithms,CS106,1,Jacob Brown,jacob.brown594@gmail.com,74.0,C
Algorithms,CS106,2,Jacob Brown,jacob.brown594@gmail.com,80.0,B
Software Engineering,CS107,1,Jacob Brown,jacob.brown594@gmail.com,80.2,B
Software Engineering,CS107,2,Jacob Brown,jacob.brown594@gmail.com,83.1,B
Software Engineering,CS107,3,Jacob Brown,jacob.brown594@gmail.com,90.3,A
Computer Networks,CS108,1,Jacob Brown,jacob.brown594@gmail.com,60.3,D
Computer Networks,CS108,2,Jacob Brown,jacob.brown594@gmail.com,66.8,D
Computer Networks,CS108,3,Jacob Brown,jacob.brown594@gmail.com,86.4,B
Python Programming,CS101,1,Fatima Williams,fatima.williams766@gmail.com,59.1,F
Python Programming,CS101,2,Fatima Williams,fatima.williams766@gmail.com,75.7,C
Python Programming,CS101,3,Fatima Williams,fatima.williams766@gmail.com,89.7,B
Data Structures,CS102,1,Fatima Williams,fatima.williams766@gmail.com,68.5,D
Data Structures,CS102,2,Fatima Williams,fatima.williams766@gmail.com,75.7,C
Database Management,CS103,1,Fatima Williams,fatima.williams766@gmail.com,70.0,C
Database Management,CS103,2,Fatima Williams,fatima.williams766@gmail.com,79.9,C
Database Management,CS103,3,Fatima Williams,fatima.williams766@gmail.com,65.5,D
Web Development,CS104,1,Fatima Williams,fatima.williams766@gmail.com,75.0,C
Web Development,CS104,2,Fatima Williams,fatima.williams766@gmail.com,62.9,D
Machine Learning,CS105,1,Fatima Williams,fatima.williams766@gmail.com,69.4,D
Machine Learning,CS105,2,Fatima Williams,fatima.williams766@gmail.com,82.5,B
Algorithms,CS106,1,Fatima Williams,fatima.williams766@gmail.com,65.8,D
Algorithms,CS106,2,Fatima Williams,fatima.williams766@gmail.com,83.9,B
Software Engineering,CS107,1,Fatima Williams,fatima.williams766@gmail.com,66.1,D
Software Engineering,CS107,2,Fatima Williams,fatima.williams766@gmail.com,75.0,C
Software Engineering,CS107,3,Fatima Williams,fatima.williams766@gmail.com,97.5,A
Computer Networks,CS108,1,Fatima Williams,fatima.williams766@gmail.com,80.9,B
Computer Networks,CS108,2,Fatima Williams,fatima.williams766@gmail.com,67.4,D
Python Programming,CS101,1,Jacob Kumar,jacob.kumar59@student.edu,78.4,C
Python Programming,CS101,2,Jacob Kumar,jacob.kumar59@student.edu,61.5,D
Data Structures,CS102,1,Jacob Kumar,jacob.kumar59@student.edu,72.2,C
Database Management,CS103,1,Jacob Kumar,jacob.kumar59@student.edu,71.2,C
Database Management,CS103,2,Jacob Kumar,jacob.kumar59@student.edu,68.3,D
Web Development,CS104,1,Jacob Kumar,jacob.kumar59@student.edu,61.5,D
Machine Learning,CS105,1,Jacob Kumar,jacob.kumar59@student.edu,75.3,C
Machine Learning,CS105,2,Jacob Kumar,jacob.kumar59@student.edu,61.6,D
Algorithms,CS106,1,Jacob Kumar,jacob.kumar59@student.edu,72.5,C
Algorithms,CS106,2,Jacob Kumar,jacob.kumar59@student.edu,62.0,D
Algorithms,CS106,3,Jacob Kumar,jacob.kumar59@student.edu,63.9,D
Software Engineering,CS107,1,Jacob Kumar,jacob.kumar59@student.edu,70.0,C
Computer Networks,CS108,1,Jacob Kumar,jacob.kumar59@student.edu,53.5,F
Python Programming,CS101,1,Maria Jones,maria.jones599@gmail.com,42.4,F
Python Programming,CS101,2,Maria Jones,maria.jones599@gmail.com,48.4,F
Data Structures,CS102,1,Maria Jones,maria.jones599@gmail.com,42.7,F
Data Structures,CS102,2,Maria Jones,maria.jones599@gmail.com,58.7,F
Data Structures,CS102,3,Maria Jones,maria.jones599@gmail.com,67.1,D
Database Management,CS103,1,Maria Jones,maria.jones599@gmail.com,55.0,F
Database Management,CS103,2,Maria Jones,maria.jones599@gmail.com,58.1,F
Web Development,CS104,1,Maria Jones,maria.jones599@gmail.com,39.4,F
Web Development,CS104,2,Maria Jones,maria.jones599@gmail.com,64.7,D
Machine Learning,CS105,1,Maria Jones,maria.jones599@gmail.com,46.4,F
Algorithms,CS106,1,Maria Jones,maria.jones599@gmail.com,44.8,F
Algorithms,CS106,2,Maria Jones,maria.jones599@gmail.com,53.1,F
Software Engineering,CS107,1,Maria Jones,maria.jones599@gmail.com,46.2,F
